id,type,class
2929,BATH,1_open@2@1
2930,CORRIDOR,1_open@0@1
2931,TOILET,1_open@1@1
2932,CORRIDOR,1_open@0@3
2933,SLEEPING,1_open@1@2
2934,EXTERIOR,1_open@2@2
2935,EXTERIOR,1_open@1@3
2936,EXTERIOR,1_open@2@1
2937,TOILET,1_open@1@1
2938,CORRIDOR,1_open@0@4
2939,CORRIDOR,1_open@1@1
2940,WORKING,1_open@1@1
2941,STORAGE,1_open@1@1
2942,CORRIDOR,1_open@0@4
2943,TOILET,1_open@1@1
2944,KITCHEN,1_open@1@2
2945,ROOM,1_open@1@2
2946,STORAGE,1_open@1@1
2947,BATH,1_open@2@1
2948,LIVING,1_open@1@2
2949,CORRIDOR,1_open@0@2
2950,STORAGE,1_open@1@1
2951,CORRIDOR,1_open@1@1
2952,CORRIDOR,1_open@0@2
2953,ROOM,1_open@1@3
2954,TOILET,1_open@2@1
2955,BATH,1_open@2@1
2956,TOILET,1_open@1@1
2957,CORRIDOR,1_open@0@3
2958,CHILDREN,1_open@1@2
2959,TOILET,1_open@1@2
2960,BATH,1_open@1@1
2961,CORRIDOR,1_open@0@4
2962,SLEEPING,1_open@1@1
2963,TOILET,1_open@1@1
2964,STORAGE,1_open@1@1
2965,BATH,1_open@2@1
2966,SLEEPING,1_open@1@2
2967,CORRIDOR,1_open@0@2
2968,STORAGE,1_open@1@1
2969,CORRIDOR,4_closed@1@1
2970,CORRIDOR,4_closed@0@3
2971,BATH,4_closed@2@1
2972,CORRIDOR,4_closed@1@7
2973,KITCHEN,4_closed@1@2
2974,LIVING,4_closed@2@2
2975,SLEEPING,4_closed@2@2
2976,SLEEPING,4_closed@2@1
2977,CHILDREN,4_closed@2@1
2978,ROOM,4_closed@1@3
2979,STORAGE,4_closed@2@1
2980,CHILDREN,4_closed@2@1
2981,CORRIDOR,4_closed@0@5
2982,LIVING,4_closed@1@2
2983,TOILET,4_closed@1@1
2984,KITCHEN,4_closed@1@1
2985,SLEEPING,4_closed@1@1
2986,EXTERIOR,4_closed@2@1
2987,SLEEPING,4_closed@2@1
2988,ROOM,4_closed@1@3
2989,TOILET,4_closed@1@1
2990,CORRIDOR,4_closed@0@4
2991,KITCHEN,4_closed@2@1
2992,SLEEPING,4_closed@1@1
2993,CHILDREN,4_closed@1@1
2994,SLEEPING,4_closed@3@1
2995,SLEEPING,4_closed@2@3
2996,CORRIDOR,4_closed@1@4
2997,KITCHEN,4_closed@2@1
2998,CORRIDOR,4_closed@0@4
2999,BATH,4_closed@2@2
3000,SLEEPING,4_closed@1@1
3001,CHILDREN,4_closed@1@1
3002,STORAGE,4_closed@1@1
3003,SLEEPING,4_closed@1@3
3004,CORRIDOR,4_closed@0@5
3005,KITCHEN,4_closed@1@1
3006,TOILET,4_closed@1@1
3007,STORAGE,4_closed@2@1
3008,WORKING,4_closed@2@1
3009,LIVING,4_closed@1@2
3010,CHILDREN,4_closed@1@1
3011,EXTERIOR,4_closed@2@1
3012,LIVING,4_closed@1@3
3013,STORAGE,4_closed@2@1
3014,WORKING,4_closed@2@1
3015,CORRIDOR,4_closed@0@5
3016,LIVING,4_closed@1@1
3017,TOILET,4_closed@1@1
3018,KITCHEN,4_closed@1@1
3019,SLEEPING,4_closed@1@1
3020,STORAGE,4_closed@2@1
3021,KITCHEN,4_closed@1@2
3022,BATH,4_closed@1@1
3023,CORRIDOR,4_closed@0@6
3024,LIVING,4_closed@1@1
3025,ROOM,4_closed@1@1
3026,SLEEPING,4_closed@1@1
3027,CHILDREN,4_closed@1@1
3028,BATH,4_closed@2@1
3029,SLEEPING,4_closed@1@2
3030,CORRIDOR,4_closed@0@7
3031,LIVING,4_closed@1@2
3032,KITCHEN,4_closed@1@2
3033,TOILET,4_closed@2@1
3034,BATH,4_closed@1@2
3035,KITCHEN,4_closed@2@1
3036,SLEEPING,4_closed@1@1
3037,CHILDREN,4_closed@1@1
3038,STORAGE,4_closed@1@1
3039,EXTERIOR,4_closed@2@1
3040,TOILET,4_closed@1@1
3041,CORRIDOR,4_closed@0@6
3042,KITCHEN,4_closed@1@1
3043,LIVING,4_closed@1@2
3044,ROOM,4_closed@1@2
3045,SLEEPING,4_closed@1@1
3046,CHILDREN,4_closed@1@1
3047,CORRIDOR,4_closed@0@7
3048,SLEEPING,4_closed@1@2
3049,CHILDREN,4_closed@1@1
3050,BATH,4_closed@1@2
3051,LIVING,4_closed@1@2
3052,KITCHEN,4_closed@1@2
3053,CHILDREN,4_closed@1@1
3054,STORAGE,4_closed@1@1
3055,TOILET,4_closed@1@1
3056,CORRIDOR,4_closed@0@6
3057,KITCHEN,4_closed@1@1
3058,LIVING,4_closed@1@2
3059,LIVING,4_closed@1@2
3060,SLEEPING,4_closed@1@1
3061,CHILDREN,4_closed@1@1
3062,SLEEPING,4_closed@3@1
3063,ROOM,4_closed@2@3
3064,CORRIDOR,4_closed@1@4
3065,KITCHEN,4_closed@2@1
3066,CORRIDOR,4_closed@0@3
3067,BATH,4_closed@2@2
3068,SLEEPING,4_closed@1@1
3069,CHILDREN,4_closed@1@1
3070,TOILET,4_closed@1@1
3071,CORRIDOR,4_closed@0@6
3072,KITCHEN,4_closed@1@1
3073,LIVING,4_closed@1@3
3074,SLEEPING,4_closed@1@2
3075,SLEEPING,4_closed@1@1
3076,CHILDREN,4_closed@1@1
3077,EXTERIOR,4_closed@2@1
3078,ROOM,4_closed@1@3
3079,STORAGE,4_closed@2@1
3080,WORKING,4_closed@2@1
3081,CORRIDOR,4_closed@0@5
3082,SLEEPING,4_closed@1@1
3083,TOILET,4_closed@1@1
3084,KITCHEN,4_closed@1@1
3085,SLEEPING,4_closed@1@1
3086,TOILET,4_closed@1@1
3087,CORRIDOR,4_closed@0@6
3088,KITCHEN,4_closed@1@1
3089,LIVING,4_closed@1@3
3090,ROOM,4_closed@1@2
3091,SLEEPING,4_closed@1@1
3092,CHILDREN,4_closed@1@1
3093,EXTERIOR,4_closed@2@1
3094,CORRIDOR,4_closed@1@7
3095,SLEEPING,4_closed@2@1
3096,BATH,4_closed@2@1
3097,CORRIDOR,4_closed@0@1
3098,KITCHEN,4_closed@2@2
3099,LIVING,4_closed@2@3
3100,SLEEPING,4_closed@2@1
3101,CHILDREN,4_closed@2@1
3102,EXTERIOR,4_closed@3@1
3103,TOILET,4_closed@1@1
3104,CORRIDOR,4_closed@0@7
3105,KITCHEN,4_closed@1@1
3106,LIVING,4_closed@1@2
3107,SLEEPING,4_closed@1@2
3108,SLEEPING,4_closed@1@1
3109,CHILDREN,4_closed@1@1
3110,STORAGE,4_closed@1@1
3111,LIVING,4_closed@1@3
3112,CORRIDOR,4_closed@0@5
3113,KITCHEN,4_closed@1@1
3114,TOILET,4_closed@1@1
3115,STORAGE,4_closed@2@1
3116,WORKING,4_closed@2@1
3117,LIVING,4_closed@1@1
3118,CHILDREN,4_closed@1@1
3119,ROOM,4_closed@1@3
3120,STORAGE,4_closed@2@1
3121,WORKING,4_closed@2@1
3122,CORRIDOR,4_closed@0@5
3123,SLEEPING,4_closed@1@1
3124,TOILET,4_closed@1@1
3125,KITCHEN,4_closed@1@1
3126,CHILDREN,4_closed@1@1
3127,SLEEPING,4_closed@2@1
3128,ROOM,4_closed@1@3
3129,TOILET,4_closed@1@1
3130,CORRIDOR,4_closed@0@4
3131,KITCHEN,4_closed@2@1
3132,SLEEPING,4_closed@1@1
3133,CHILDREN,4_closed@1@1
3134,BATH,4_closed@2@1
3135,SLEEPING,4_closed@1@2
3136,CORRIDOR,4_closed@0@7
3137,LIVING,4_closed@1@1
3138,KITCHEN,4_closed@1@2
3139,TOILET,4_closed@2@1
3140,BATH,4_closed@1@2
3141,KITCHEN,4_closed@2@1
3142,SLEEPING,4_closed@1@1
3143,CHILDREN,4_closed@1@1
3144,STORAGE,4_closed@1@1
3145,ROOM,4_closed@1@3
3146,CORRIDOR,4_closed@0@5
3147,KITCHEN,4_closed@1@1
3148,TOILET,4_closed@1@1
3149,STORAGE,4_closed@2@1
3150,WORKING,4_closed@2@1
3151,SLEEPING,4_closed@1@1
3152,CHILDREN,4_closed@1@1
3153,CORRIDOR,4_closed@0@7
3154,SLEEPING,4_closed@1@2
3155,WORKING,4_closed@1@1
3156,BATH,4_closed@1@2
3157,LIVING,4_closed@1@3
3158,KITCHEN,4_closed@1@2
3159,SLEEPING,4_closed@1@1
3160,STORAGE,4_closed@1@1
3161,EXTERIOR,4_closed@2@1
3162,LIVING,4_closed@3@1
3163,LIVING,4_closed@2@4
3164,CORRIDOR,4_closed@1@4
3165,KITCHEN,4_closed@2@1
3166,CORRIDOR,4_closed@0@3
3167,BATH,4_closed@2@2
3168,SLEEPING,4_closed@1@1
3169,CHILDREN,4_closed@1@1
3170,EXTERIOR,4_closed@3@1
3171,CORRIDOR,4_closed@0@6
3172,SLEEPING,4_closed@1@2
3173,WORKING,4_closed@1@1
3174,BATH,4_closed@1@2
3175,LIVING,4_closed@1@3
3176,KITCHEN,4_closed@1@2
3177,SLEEPING,4_closed@1@1
3178,EXTERIOR,4_closed@2@1
3179,SLEEPING,4_closed@3@1
3180,ROOM,4_closed@2@3
3181,CORRIDOR,4_closed@1@4
3182,BATH,4_closed@2@1
3183,CORRIDOR,4_closed@0@4
3184,KITCHEN,4_closed@2@2
3185,SLEEPING,4_closed@1@1
3186,CHILDREN,4_closed@1@1
3187,STORAGE,4_closed@1@1
3188,ROOM,4_closed@1@3
3189,STORAGE,4_closed@2@1
3190,WORKING,4_closed@2@1
3191,CORRIDOR,4_closed@0@5
3192,LIVING,4_closed@1@1
3193,TOILET,4_closed@1@1
3194,KITCHEN,4_closed@1@1
3195,SLEEPING,4_closed@1@1
3196,LIVING,4_closed@1@4
3197,CORRIDOR,4_closed@0@5
3198,KITCHEN,4_closed@1@1
3199,TOILET,4_closed@1@1
3200,STORAGE,4_closed@2@1
3201,WORKING,4_closed@2@1
3202,LIVING,4_closed@1@1
3203,CHILDREN,4_closed@1@1
3204,EXTERIOR,4_closed@2@1
3205,CORRIDOR,4_closed@1@8
3206,BATH,4_closed@2@1
3207,SLEEPING,4_closed@2@1
3208,CORRIDOR,4_closed@1@1
3209,CORRIDOR,4_closed@0@2
3210,KITCHEN,4_closed@2@1
3211,LIVING,4_closed@2@1
3212,SLEEPING,4_closed@2@1
3213,CHILDREN,4_closed@2@1
3214,STORAGE,4_closed@2@1
3215,SLEEPING,4_closed@1@3
3216,STORAGE,4_closed@2@1
3217,WORKING,4_closed@2@1
3218,CORRIDOR,4_closed@0@5
3219,LIVING,4_closed@1@2
3220,TOILET,4_closed@1@1
3221,KITCHEN,4_closed@1@1
3222,CHILDREN,4_closed@1@1
3223,EXTERIOR,4_closed@2@1
3224,ROOM,4_closed@3@1
3225,LIVING,4_closed@2@3
3226,CORRIDOR,4_closed@1@4
3227,KITCHEN,4_closed@2@1
3228,CORRIDOR,4_closed@0@3
3229,BATH,4_closed@2@2
3230,SLEEPING,4_closed@1@1
3231,CHILDREN,4_closed@1@1
3232,ROOM,4_closed@1@3
3233,CORRIDOR,4_closed@0@5
3234,KITCHEN,4_closed@1@1
3235,TOILET,4_closed@1@1
3236,STORAGE,4_closed@2@1
3237,CHILDREN,4_closed@2@1
3238,LIVING,4_closed@1@2
3239,CHILDREN,4_closed@1@1
3240,EXTERIOR,4_closed@2@1
3241,SLEEPING,4_closed@1@3
3242,STORAGE,4_closed@2@1
3243,WORKING,4_closed@2@1
3244,CORRIDOR,4_closed@0@5
3245,LIVING,4_closed@1@1
3246,TOILET,4_closed@1@1
3247,KITCHEN,4_closed@1@1
3248,CHILDREN,4_closed@1@1
3249,TOILET,4_closed@1@1
3250,CORRIDOR,4_closed@0@7
3251,KITCHEN,4_closed@1@1
3252,LIVING,4_closed@1@3
3253,ROOM,4_closed@1@2
3254,SLEEPING,4_closed@1@1
3255,CHILDREN,4_closed@1@1
3256,STORAGE,4_closed@1@1
3257,EXTERIOR,4_closed@2@1
3258,ROOM,4_closed@1@3
3259,CORRIDOR,4_closed@0@5
3260,KITCHEN,4_closed@1@1
3261,TOILET,4_closed@1@1
3262,STORAGE,4_closed@2@1
3263,WORKING,4_closed@2@1
3264,ROOM,4_closed@1@1
3265,CHILDREN,4_closed@1@1
3266,SLEEPING,4_closed@3@1
3267,SLEEPING,4_closed@2@3
3268,CORRIDOR,4_closed@1@4
3269,KITCHEN,4_closed@2@1
3270,CORRIDOR,4_closed@0@3
3271,BATH,4_closed@2@2
3272,SLEEPING,4_closed@1@1
3273,CHILDREN,4_closed@1@1
3274,SLEEPING,4_closed@1@3
3275,STORAGE,4_closed@2@1
3276,WORKING,4_closed@2@1
3277,CORRIDOR,4_closed@0@5
3278,LIVING,4_closed@1@1
3279,TOILET,4_closed@1@1
3280,KITCHEN,4_closed@1@1
3281,SLEEPING,4_closed@1@1
3282,TOILET,4_closed@1@1
3283,CORRIDOR,4_closed@0@7
3284,KITCHEN,4_closed@1@1
3285,LIVING,4_closed@1@3
3286,SLEEPING,4_closed@1@2
3287,SLEEPING,4_closed@1@1
3288,CHILDREN,4_closed@1@1
3289,STORAGE,4_closed@1@1
3290,EXTERIOR,4_closed@2@1
3291,LIVING,4_closed@1@3
3292,CORRIDOR,4_closed@0@5
3293,KITCHEN,4_closed@1@1
3294,TOILET,4_closed@1@1
3295,STORAGE,4_closed@2@1
3296,WORKING,4_closed@2@1
3297,LIVING,4_closed@1@1
3298,CHILDREN,4_closed@1@1
3299,SLEEPING,4_closed@2@1
3300,ROOM,4_closed@1@3
3301,TOILET,4_closed@1@1
3302,CORRIDOR,4_closed@0@5
3303,KITCHEN,4_closed@2@1
3304,SLEEPING,4_closed@1@1
3305,CHILDREN,4_closed@1@1
3306,STORAGE,4_closed@1@1
3307,CORRIDOR,4_closed@0@7
3308,SLEEPING,4_closed@1@2
3309,CHILDREN,4_closed@1@1
3310,BATH,4_closed@1@2
3311,LIVING,4_closed@1@3
3312,KITCHEN,4_closed@1@2
3313,SLEEPING,4_closed@1@1
3314,STORAGE,4_closed@1@1
3315,EXTERIOR,4_closed@2@1
3316,LIVING,4_closed@1@4
3317,STORAGE,4_closed@2@1
3318,WORKING,4_closed@2@1
3319,CORRIDOR,4_closed@0@5
3320,LIVING,4_closed@1@1
3321,TOILET,4_closed@1@1
3322,KITCHEN,4_closed@1@1
3323,SLEEPING,4_closed@1@1
3324,EXTERIOR,4_closed@2@1
3325,SLEEPING,4_closed@1@3
3326,STORAGE,4_closed@2@1
3327,WORKING,4_closed@2@1
3328,CORRIDOR,4_closed@0@5
3329,LIVING,4_closed@1@2
3330,TOILET,4_closed@1@1
3331,KITCHEN,4_closed@1@1
3332,SLEEPING,4_closed@1@1
3333,EXTERIOR,4_closed@2@1
3334,EXTERIOR,4_closed@2@1
3335,LIVING,4_closed@1@3
3336,CORRIDOR,4_closed@0@7
3337,SLEEPING,4_closed@1@1
3338,BATH,4_closed@1@1
3339,CORRIDOR,4_closed@1@1
3340,KITCHEN,4_closed@1@2
3341,SLEEPING,4_closed@1@1
3342,CHILDREN,4_closed@1@1
3343,CORRIDOR,4_closed@1@1
3344,CORRIDOR,4_closed@0@8
3345,SLEEPING,4_closed@1@1
3346,LIVING,4_closed@1@2
3347,BATH,4_closed@1@1
3348,KITCHEN,4_closed@1@1
3349,SLEEPING,4_closed@1@1
3350,CHILDREN,4_closed@1@1
3351,STORAGE,4_closed@1@1
3352,EXTERIOR,4_closed@2@1
3353,SLEEPING,4_closed@1@3
3354,CORRIDOR,4_closed@0@5
3355,KITCHEN,4_closed@1@1
3356,TOILET,4_closed@1@1
3357,STORAGE,4_closed@2@1
3358,WORKING,4_closed@2@1
3359,LIVING,4_closed@1@2
3360,SLEEPING,4_closed@1@1
3361,EXTERIOR,4_closed@2@1
3362,LIVING,4_closed@3@1
3363,LIVING,4_closed@2@3
3364,CORRIDOR,4_closed@1@4
3365,KITCHEN,4_closed@2@1
3366,CORRIDOR,4_closed@0@3
3367,BATH,4_closed@2@2
3368,SLEEPING,4_closed@1@1
3369,CHILDREN,4_closed@1@1
3370,BATH,4_closed@2@1
3371,SLEEPING,4_closed@1@3
3372,CORRIDOR,4_closed@0@5
3373,CORRIDOR,4_closed@1@1
3374,LIVING,4_closed@1@4
3375,KITCHEN,4_closed@2@1
3376,SLEEPING,4_closed@1@1
3377,CHILDREN,4_closed@1@1
3378,EXTERIOR,4_closed@2@1
3379,SLEEPING,4_closed@2@1
3380,SLEEPING,4_closed@1@3
3381,TOILET,4_closed@1@1
3382,CORRIDOR,4_closed@0@5
3383,KITCHEN,4_closed@2@1
3384,SLEEPING,4_closed@1@1
3385,CHILDREN,4_closed@1@1
3386,STORAGE,4_closed@1@1
3387,TOILET,4_closed@1@1
3388,CORRIDOR,4_closed@0@7
3389,KITCHEN,4_closed@1@1
3390,LIVING,4_closed@1@3
3391,SLEEPING,4_closed@1@2
3392,SLEEPING,4_closed@1@1
3393,CHILDREN,4_closed@1@1
3394,STORAGE,4_closed@1@1
3395,EXTERIOR,4_closed@2@1
3396,ROOM,4_closed@1@3
3397,STORAGE,4_closed@2@1
3398,CHILDREN,4_closed@2@1
3399,CORRIDOR,4_closed@0@5
3400,LIVING,4_closed@1@2
3401,TOILET,4_closed@1@1
3402,KITCHEN,4_closed@1@1
3403,CHILDREN,4_closed@1@1
3404,EXTERIOR,4_closed@2@1
3405,ROOM,4_closed@1@3
3406,STORAGE,4_closed@2@1
3407,CHILDREN,4_closed@2@1
3408,CORRIDOR,4_closed@0@5
3409,LIVING,4_closed@1@1
3410,TOILET,4_closed@1@1
3411,KITCHEN,4_closed@1@1
3412,SLEEPING,4_closed@1@1
3413,LIVING,4_closed@1@4
3414,STORAGE,4_closed@2@1
3415,WORKING,4_closed@2@1
3416,CORRIDOR,4_closed@0@5
3417,LIVING,4_closed@1@1
3418,TOILET,4_closed@1@1
3419,KITCHEN,4_closed@1@1
3420,CHILDREN,4_closed@1@1
3421,EXTERIOR,4_closed@2@1
3422,CORRIDOR,4_closed@0@7
3423,SLEEPING,4_closed@1@2
3424,WORKING,4_closed@1@1
3425,BATH,4_closed@1@2
3426,LIVING,4_closed@1@3
3427,KITCHEN,4_closed@1@2
3428,CHILDREN,4_closed@1@1
3429,STORAGE,4_closed@1@1
3430,EXTERIOR,4_closed@2@1
3431,SLEEPING,4_closed@3@1
3432,ROOM,4_closed@2@3
3433,CORRIDOR,4_closed@1@4
3434,BATH,4_closed@2@1
3435,CORRIDOR,4_closed@0@4
3436,KITCHEN,4_closed@2@2
3437,SLEEPING,4_closed@1@1
3438,CHILDREN,4_closed@1@1
3439,STORAGE,4_closed@1@1
3440,SLEEPING,4_closed@2@1
3441,ROOM,4_closed@1@3
3442,TOILET,4_closed@1@1
3443,CORRIDOR,4_closed@0@4
3444,KITCHEN,4_closed@2@1
3445,SLEEPING,4_closed@1@1
3446,CHILDREN,4_closed@1@1
3447,CORRIDOR,4_closed@1@8
3448,SLEEPING,4_closed@2@1
3449,BATH,4_closed@2@1
3450,CORRIDOR,4_closed@0@2
3451,KITCHEN,4_closed@1@2
3452,LIVING,4_closed@2@1
3453,SLEEPING,4_closed@2@1
3454,CHILDREN,4_closed@2@1
3455,STORAGE,4_closed@2@1
3456,ROOM,4_closed@1@3
3457,STORAGE,4_closed@2@1
3458,WORKING,4_closed@2@1
3459,CORRIDOR,4_closed@0@5
3460,LIVING,4_closed@1@1
3461,TOILET,4_closed@1@1
3462,KITCHEN,4_closed@1@1
3463,CHILDREN,4_closed@1@1
3464,CORRIDOR,4_closed@0@6
3465,SLEEPING,4_closed@1@2
3466,CHILDREN,4_closed@1@1
3467,BATH,4_closed@1@2
3468,LIVING,4_closed@1@3
3469,KITCHEN,4_closed@1@2
3470,CHILDREN,4_closed@1@1
3471,EXTERIOR,4_closed@2@1
3472,CORRIDOR,4_closed@1@7
3473,BATH,4_closed@2@1
3474,SLEEPING,4_closed@2@1
3475,CORRIDOR,4_closed@1@1
3476,CORRIDOR,4_closed@0@2
3477,KITCHEN,4_closed@2@1
3478,LIVING,4_closed@2@2
3479,SLEEPING,4_closed@2@1
3480,CHILDREN,4_closed@2@1
3481,EXTERIOR,4_closed@3@1
3482,TOILET,4_closed@1@1
3483,CORRIDOR,4_closed@0@7
3484,KITCHEN,4_closed@1@1
3485,LIVING,4_closed@1@2
3486,ROOM,4_closed@1@2
3487,SLEEPING,4_closed@1@1
3488,CHILDREN,4_closed@1@1
3489,STORAGE,4_closed@1@1
3490,SLEEPING,4_closed@1@3
3491,CORRIDOR,4_closed@0@5
3492,KITCHEN,4_closed@1@1
3493,TOILET,4_closed@1@1
3494,STORAGE,4_closed@2@1
3495,WORKING,4_closed@2@1
3496,LIVING,4_closed@1@1
3497,SLEEPING,4_closed@1@1
3498,BATH,4_closed@2@1
3499,SLEEPING,4_closed@1@2
3500,CORRIDOR,4_closed@0@7
3501,LIVING,4_closed@1@1
3502,KITCHEN,4_closed@1@2
3503,TOILET,4_closed@2@1
3504,BATH,4_closed@1@2
3505,KITCHEN,4_closed@2@1
3506,SLEEPING,4_closed@1@1
3507,SLEEPING,4_closed@1@1
3508,STORAGE,4_closed@1@1
3509,SLEEPING,4_closed@1@3
3510,CORRIDOR,4_closed@0@5
3511,KITCHEN,4_closed@1@1
3512,TOILET,4_closed@1@1
3513,STORAGE,4_closed@2@1
3514,WORKING,4_closed@2@1
3515,LIVING,4_closed@1@1
3516,SLEEPING,4_closed@1@1
3517,SLEEPING,4_closed@2@1
3518,SLEEPING,4_closed@1@3
3519,TOILET,4_closed@1@1
3520,CORRIDOR,4_closed@0@4
3521,KITCHEN,4_closed@2@1
3522,SLEEPING,4_closed@1@1
3523,CHILDREN,4_closed@1@1
3524,CORRIDOR,4_closed@1@1
3525,CORRIDOR,4_closed@0@3
3526,BATH,4_closed@2@1
3527,CORRIDOR,4_closed@1@7
3528,KITCHEN,4_closed@1@2
3529,LIVING,4_closed@2@3
3530,SLEEPING,4_closed@2@2
3531,SLEEPING,4_closed@2@1
3532,CHILDREN,4_closed@2@1
3533,EXTERIOR,4_closed@3@1
3534,TOILET,4_closed@1@1
3535,CORRIDOR,4_closed@0@7
3536,KITCHEN,4_closed@1@1
3537,LIVING,4_closed@1@2
3538,LIVING,4_closed@1@2
3539,SLEEPING,4_closed@1@1
3540,CHILDREN,4_closed@1@1
3541,STORAGE,4_closed@1@1
3542,ROOM,4_closed@1@3
3543,CORRIDOR,4_closed@0@5
3544,KITCHEN,4_closed@1@1
3545,TOILET,4_closed@1@1
3546,STORAGE,4_closed@2@1
3547,WORKING,4_closed@2@1
3548,LIVING,4_closed@1@2
3549,SLEEPING,4_closed@1@1
3550,EXTERIOR,4_closed@2@1
3551,STORAGE,4_closed@2@1
3552,KITCHEN,4_closed@1@2
3553,BATH,4_closed@1@1
3554,CORRIDOR,4_closed@0@6
3555,LIVING,4_closed@1@2
3556,ROOM,4_closed@1@1
3557,SLEEPING,4_closed@1@1
3558,CHILDREN,4_closed@1@1
3559,EXTERIOR,4_closed@2@1
3560,TOILET,4_closed@1@1
3561,CORRIDOR,4_closed@0@7
3562,KITCHEN,4_closed@1@1
3563,LIVING,4_closed@1@2
3564,ROOM,4_closed@1@2
3565,SLEEPING,4_closed@1@1
3566,CHILDREN,4_closed@1@1
3567,STORAGE,4_closed@1@1
3568,EXTERIOR,4_closed@2@1
3569,LIVING,4_closed@1@3
3570,CORRIDOR,4_closed@0@8
3571,SLEEPING,4_closed@1@1
3572,BATH,4_closed@1@1
3573,CORRIDOR,4_closed@1@1
3574,KITCHEN,4_closed@1@2
3575,SLEEPING,4_closed@1@1
3576,CHILDREN,4_closed@1@1
3577,STORAGE,4_closed@1@1
3578,ROOM,4_closed@1@3
3579,CORRIDOR,4_closed@0@5
3580,KITCHEN,4_closed@1@1
3581,TOILET,4_closed@1@1
3582,STORAGE,4_closed@2@1
3583,WORKING,4_closed@2@1
3584,ROOM,4_closed@1@1
3585,SLEEPING,4_closed@1@1
3586,CORRIDOR,4_closed@0@7
3587,SLEEPING,4_closed@1@2
3588,CHILDREN,4_closed@1@1
3589,BATH,4_closed@1@2
3590,LIVING,4_closed@1@3
3591,KITCHEN,4_closed@1@2
3592,CHILDREN,4_closed@1@1
3593,STORAGE,4_closed@1@1
3594,EXTERIOR,4_closed@2@1
3595,SLEEPING,4_closed@1@3
3596,STORAGE,4_closed@2@1
3597,WORKING,4_closed@2@1
3598,CORRIDOR,4_closed@0@5
3599,LIVING,4_closed@1@2
3600,TOILET,4_closed@1@1
3601,KITCHEN,4_closed@1@1
3602,CHILDREN,4_closed@1@1
3603,EXTERIOR,4_closed@2@1
3604,BATH,4_closed@2@1
3605,SLEEPING,4_closed@1@2
3606,CORRIDOR,4_closed@0@6
3607,LIVING,4_closed@1@2
3608,KITCHEN,4_closed@1@2
3609,TOILET,4_closed@2@1
3610,BATH,4_closed@1@2
3611,KITCHEN,4_closed@2@1
3612,SLEEPING,4_closed@1@1
3613,SLEEPING,4_closed@1@1
3614,EXTERIOR,4_closed@2@1
3615,ROOM,4_closed@3@1
3616,LIVING,4_closed@2@3
3617,CORRIDOR,4_closed@1@4
3618,KITCHEN,4_closed@2@1
3619,CORRIDOR,4_closed@0@4
3620,BATH,4_closed@2@2
3621,SLEEPING,4_closed@1@1
3622,CHILDREN,4_closed@1@1
3623,STORAGE,4_closed@1@1
3624,ROOM,4_closed@1@3
3625,CORRIDOR,4_closed@0@5
3626,KITCHEN,4_closed@1@1
3627,TOILET,4_closed@1@1
3628,STORAGE,4_closed@2@1
3629,WORKING,4_closed@2@1
3630,LIVING,4_closed@1@1
3631,CHILDREN,4_closed@1@1
3632,BATH,4_closed@2@1
3633,SLEEPING,4_closed@1@3
3634,CORRIDOR,4_closed@0@5
3635,CORRIDOR,4_closed@1@2
3636,LIVING,4_closed@1@3
3637,KITCHEN,4_closed@2@1
3638,SLEEPING,4_closed@1@1
3639,CHILDREN,4_closed@1@1
3640,EXTERIOR,4_closed@2@1
3641,CORRIDOR,4_closed@0@6
3642,SLEEPING,4_closed@1@2
3643,WORKING,4_closed@1@1
3644,BATH,4_closed@1@2
3645,LIVING,4_closed@1@2
3646,KITCHEN,4_closed@1@2
3647,SLEEPING,4_closed@1@1
3648,ROOM,4_closed@1@3
3649,STORAGE,4_closed@2@1
3650,WORKING,4_closed@2@1
3651,CORRIDOR,4_closed@0@5
3652,ROOM,4_closed@1@1
3653,TOILET,4_closed@1@1
3654,KITCHEN,4_closed@1@1
3655,CHILDREN,4_closed@1@1
3656,ROOM,4_closed@1@3
3657,CORRIDOR,4_closed@0@5
3658,KITCHEN,4_closed@1@1
3659,TOILET,4_closed@1@1
3660,STORAGE,4_closed@2@1
3661,WORKING,4_closed@2@1
3662,ROOM,4_closed@1@1
3663,SLEEPING,4_closed@1@1
3664,BATH,4_closed@2@1
3665,SLEEPING,4_closed@1@3
3666,CORRIDOR,4_closed@0@6
3667,CORRIDOR,4_closed@1@2
3668,LIVING,4_closed@1@3
3669,KITCHEN,4_closed@2@1
3670,SLEEPING,4_closed@1@1
3671,CHILDREN,4_closed@1@1
3672,STORAGE,4_closed@1@1
3673,EXTERIOR,4_closed@2@1
3674,ROOM,4_closed@1@3
3675,STORAGE,4_closed@2@1
3676,CHILDREN,4_closed@2@1
3677,CORRIDOR,4_closed@0@5
3678,LIVING,4_closed@1@1
3679,TOILET,4_closed@1@1
3680,KITCHEN,4_closed@1@1
3681,SLEEPING,4_closed@1@1
3682,TOILET,4_closed@1@1
3683,CORRIDOR,4_closed@0@6
3684,KITCHEN,4_closed@1@1
3685,LIVING,4_closed@1@2
3686,SLEEPING,4_closed@1@2
3687,SLEEPING,4_closed@1@1
3688,CHILDREN,4_closed@1@1
3689,SLEEPING,4_closed@1@3
3690,STORAGE,4_closed@2@1
